Player,Shot,Stroke,Spin,Speed (MPH),Point,Game,Set,Shot Placement (x),Shot Placement (y),Racket Contact (x),Racket Contact (y),Racket Contact (z),Direction,Result
Roger Federer,986,Backhand,Topspin,44.656723,280,0,0,-1.144117,19.787546,-0.722844,0.293696,0.830673,down the line,In
Juan Potro,987,Forehand,Topspin,79.300354,280,0,0,1.393771,3.400005,-0.972613,23.217539,0.717276,cross court,In
Roger Federer,988,Forehand,Topspin,59.220936,280,0,0,4.479638,19.937296,3.042747,-1.36598,0.5256,down the line,Out
Juan Potro,989,Serve,Flat,94.054855,281,0,0,-0.292141,8.650012,0.259271,23.900717,2.27318,down the T,In
Juan Potro,990,Serve,Flat,90.066864,282,0,0,0.263492,13.835004,-0.591091,22.36939,2.366054,down the T,Net
Juan Potro,991,Serve,Flat,61.368591,283,0,0,0.616571,6.662177,-0.634871,23.850454,2.597585,down the T,In
Roger Federer,992,Backhand,Topspin,52.285316,283,0,0,3.096012,18.983505,1.635376,0.233506,1.015409,inside in,In
Juan Potro,993,Backhand,Topspin,53.561478,283,0,0,-0.675171,3.007183,3.351475,26.075682,0.999736,cross court,In
Roger Federer,994,Backhand,Topspin,56.342995,283,0,0,-2.079201,18.71673,-1.253728,-0.777328,0.797691,down the line,In
Juan Potro,995,Forehand,Topspin,62.062107,283,0,0,-1.565245,5.636953,-2.078953,24.853487,0.971118,down the line,In
Roger Federer,996,Forehand,Topspin,60.293762,283,0,0,2.119651,19.586195,-1.01442,-0.227321,0.566029,inside out,In
Juan Potro,997,Backhand,Slice,35.412628,283,0,0,-1.405466,5.815771,3.127331,25.791323,0.982622,cross court,In
Roger Federer,998,Forehand,Topspin,55.771332,283,0,0,-2.365193,21.590691,-2.287355,2.293027,0.744025,inside in,In
Juan Potro,999,Serve,Flat,106.618797,284,0,0,-4.853802,5.704813,0.455763,23.867224,2.418686,out wide,Out
Juan Potro,1000,Serve,Flat,84.527176,285,0,0,-1.041948,6.259735,0.694861,24.92782,2.553689,down the T,In
Roger Federer,1001,Forehand,Topspin,62.732292,285,0,0,1.027644,18.701384,-1.684796,-0.247262,0.9288,inside out,In
Juan Potro,1002,Backhand,Slice,37.279499,285,0,0,1.405967,13.545345,2.223462,24.777895,0.877935,cross court,Net
Juan Potro,1003,Serve,Flat,105.719063,286,0,0,0.477627,6.128382,-0.54251,24.847279,2.538443,down the T,In
Roger Federer,1004,Backhand,Flat,51.422951,286,0,0,0.787395,19.881002,1.293916,-1.395771,0.767853,inside in,In
Juan Potro,1005,Forehand,Topspin,57.965519,286,0,0,2.630101,2.159018,1.080286,25.049219,0.983564,inside in,In
Roger Federer,1006,Forehand,Flat,48.346596,286,0,0,-2.419157,19.335693,3.515083,-1.079851,0.796321,cross court,In
Juan Potro,1007,Forehand,Topspin,35.57592,286,0,0,0.781799,-0.036595,-2.738402,24.074377,0.73579,cross court,Out
Juan Potro,1008,Serve,Flat,82.526031,287,0,0,-0.531782,4.078969,0.358628,22.386148,2.051418,down the T,Out
Juan Potro,1009,Serve,Flat,71.592361,288,0,0,-2.156792,6.820426,0.801838,24.569775,2.60284,down the T,In
Roger Federer,1010,Backhand,Flat,46.666897,288,0,0,0.899852,18.671152,-2.835495,0.459917,0.85267,cross court,In
Juan Potro,1011,Forehand,Topspin,55.766441,288,0,0,-2.058033,2.22981,1.616058,24.784353,1.052157,inside out,In
Roger Federer,1012,Forehand,Flat,57.590389,288,0,0,-2.440913,18.900663,-2.64494,-1.879028,0.867599,inside in,In
Juan Potro,1013,Forehand,Topspin,57.879261,288,0,0,-2.277037,6.477829,-2.688062,25.193716,0.678812,down the line,In
Roger Federer,1014,Backhand,Topspin,56.377876,288,0,0,2.153157,20.228983,-2.187057,0.351244,0.939374,cross court,In
Juan Potro,1015,Backhand,Topspin,45.203663,288,0,0,0.426114,5.660437,3.167273,25.085619,1.008043,down the line,In
Roger Federer,1016,Forehand,Topspin,36.47377,288,0,0,1.781482,16.400244,0.28773,4.147775,0.89218,down the line,In
Juan Potro,1017,Backhand,Flat,41.786655,288,0,0,-0.088713,11.748192,1.260852,18.864195,0.756734,cross court,In
Roger Federer,1018,FH Volley,Flat,24.261694,288,0,0,-1.797521,6.27359,-0.088713,11.222945,1.436401,cross court,Net
Juan Potro,1019,Serve,Flat,112.261635,289,0,0,-0.129927,5.445751,-0.527689,23.317974,2.467247,down the T,Out
Roger Federer,1020,Backhand,Flat,31.866404,290,0,0,0.195535,13.369154,0,-0.525247,0,inside in,In
Juan Potro,1021,Serve,Flat,34.383133,291,0,0,-1.3767,6.19255,0.195535,23.579506,2.183253,down the T,Out
Roger Federer,1022,Backhand,Flat,53.455315,291,0,0,2.963631,19.881002,0.593381,0.762875,1.142907,inside in,In
Juan Potro,1023,Backhand,Flat,61.350578,291,0,0,-1.59722,4.4576,3.182535,24.694185,1.046435,cross court,In
Roger Federer,1024,Backhand,Topspin,53.846668,291,0,0,1.842144,18.308119,-2.03975,1.626214,1.0058,cross court,In
Juan Potro,1025,Backhand,Topspin,51.054546,291,0,0,-1.945142,7.193664,2.533643,24.598326,1.007309,cross court,In
Roger Federer,1026,Backhand,Topspin,61.54903,291,0,0,2.317283,19.661943,-2.884028,0.685766,1.095848,cross court,In
Juan Potro,1027,Backhand,Topspin,62.105698,291,0,0,-1.536477,5.760313,3.683457,24.292879,1.109468,cross court,In
Roger Federer,1028,Backhand,Flat,62.818218,291,0,0,1.798092,19.126493,-3.103829,0.569528,1.134641,cross court,In
Juan Potro,1029,Backhand,Topspin,62.019184,291,0,0,-2.321493,2.01358,2.421103,23.404922,0.948496,cross court,In
Roger Federer,1030,Backhand,Topspin,53.200882,291,0,0,2.555955,18.52742,-2.490263,0.057014,0.852745,cross court,In
Juan Potro,1031,Backhand,Topspin,51.58952,291,0,0,0.295384,3.374368,3.129048,24.999331,1.045943,down the line,In
Roger Federer,1032,Forehand,Topspin,62.499004,291,0,0,4.51285,22.315422,-0.50129,0.239983,0.882691,inside in,Out
Juan Potro,1033,Serve,Flat,89.2416,292,0,0,-0.798225,6.724514,0.766838,23.788134,2.450822,down the T,In
Roger Federer,1034,Forehand,Flat,45.092888,292,0,0,2.074811,18.403166,-1.23806,-1.636392,0.861209,inside out,In
Juan Potro,1035,Backhand,Topspin,64.111694,292,0,0,1.875643,1.080561,2.776996,24.660135,1.056841,down the line,In
Roger Federer,1036,Forehand,Slice,36.410408,292,0,0,1.954689,15.972711,2.391959,-0.888934,0.740273,down the line,In
Juan Potro,1037,Backhand,Topspin,37.14653,292,0,0,2.631581,6.494455,2.233633,20.881763,0.720285,down the line,In
Roger Federer,1038,Forehand,Topspin,41.47097,292,0,0,2.670424,20.975658,3.333182,4.646424,0.721853,down the line,In
Juan Potro,1039,Serve,Flat,112.578972,293,0,0,0.334604,6.471766,-0.780028,24.723759,2.561874,down the T,In
Roger Federer,1040,Backhand,Flat,63.968555,293,0,0,0.447159,20.228983,1.148705,-1.119846,0.956933,inside in,In
Juan Potro,1041,Forehand,Topspin,55.605175,293,0,0,2.421962,2.44133,-0.078931,25.052778,0.824978,cross court,In
Roger Federer,1042,Forehand,Topspin,35.097401,293,0,0,-2.691581,20.491035,3.242129,-0.942555,0.782966,cross court,In
Juan Potro,1043,Forehand,Topspin,57.130951,293,0,0,-1.652869,2.086672,-2.832348,22.954756,0.434854,down the line,In
Roger Federer,1044,Backhand,Slice,42.410126,293,0,0,1.135078,18.381901,-1.834714,-0.853848,0.573625,cross court,In
Juan Potro,1045,Forehand,Topspin,46.483276,293,0,0,1.12973,17.002073,1.582871,23.65637,0.783923,inside out,Net
Juan Potro,1046,Serve,Flat,83.879913,294,0,0,-2.922555,7.594562,0.143305,23.397207,2.402111,out wide,In
Roger Federer,1047,Backhand,Flat,53.848087,294,0,0,1.134368,20.092503,-4.446576,-0.788123,0.695137,down the line,In
Juan Potro,1048,Forehand,Topspin,60.193707,294,0,0,-1.910004,5.721671,1.88995,24.865862,1.016372,inside out,In
Roger Federer,1049,Backhand,Topspin,58.018723,294,0,0,1.485976,18.419516,-2.568808,0.414405,0.545903,cross court,In
Juan Potro,1050,Backhand,Topspin,69.332893,294,0,0,0.342091,5.858248,2.279274,24.219126,1.098498,down the line,In
Roger Federer,1051,Forehand,Topspin,50.752777,294,0,0,-1.739624,19.625263,0.349197,0.829188,0.827758,cross court,In
Juan Potro,1052,Forehand,Topspin,52.95079,294,0,0,-1.185574,2.450768,-1.820747,24.814718,0.84748,down the line,In
Roger Federer,1053,Backhand,Topspin,60.837196,294,0,0,1.296726,18.615021,-1.314529,-0.613199,0.804518,cross court,In
Juan Potro,1054,Backhand,Topspin,47.407711,294,0,0,-2.06461,2.218463,1.725166,24.466661,1.067349,cross court,In
Roger Federer,1055,Backhand,Topspin,43.777817,294,0,0,1.538487,18.754436,-2.452941,-0.507432,0.854501,cross court,In
Juan Potro,1056,Forehand,Topspin,72.392838,294,0,0,1.065551,2.091352,2.559933,25.564394,0.886078,inside in,In
Roger Federer,1057,Forehand,Topspin,59.415703,294,0,0,-2.609733,19.132462,1.156226,-0.320849,1.109029,cross court,In
Juan Potro,1058,Forehand,Topspin,33.491863,294,0,0,-1.820144,18.274364,-3.440063,25.512678,0.62155,cross court,Net
Juan Potro,1059,Forehand,Topspin,60.045403,295,0,0,-0.851314,1.086286,-2.47352,21.868351,0.924397,down the line,In
Roger Federer,1060,Serve,Kick,89.807243,296,0,0,0.386875,18.614895,-0.851314,0.561039,2.222662,down the T,Out
Juan Potro,1061,Forehand,Topspin,51.808651,296,0,0,-1.58689,2.664443,0.658185,23.709448,0.945117,inside out,In
Roger Federer,1062,Backhand,Flat,43.575027,296,0,0,1.213958,21.599932,-2.053626,0.738409,0.414773,cross court,In
Juan Potro,1063,Forehand,Topspin,51.151558,296,0,0,-2.27693,18.267832,1.739043,26.027227,1.196887,inside in,Net
Roger Federer,1064,Serve,Slice,61.867443,297,0,0,-3.050289,15.572092,0.343284,0.626966,1.747702,out wide,In
Juan Potro,1065,Forehand,Topspin,50.065388,297,0,0,2.478367,6.520887,-4.084486,22.905302,1.250221,cross court,In
Roger Federer,1066,Serve,Flat,63.117199,298,0,0,4.192361,16.241425,-0.044449,0.232118,2.236036,out wide,Out
Juan Potro,1067,Backhand,Topspin,73.51429,298,0,0,-1.851083,-2.547915,5.15117,22.444986,1.082685,down the line,Out
Juan Potro,1068,Backhand,Slice,49.925797,299,0,0,-3.234989,4.122071,3.157769,22.734945,0.955673,cross court,In
Roger Federer,1069,Backhand,Slice,39.238335,299,0,0,1.337073,19.55023,-4.391729,1.55123,0.778492,down the line,In
Juan Potro,1070,Forehand,Topspin,63.998386,299,0,0,-2.149777,2.589195,1.909623,24.826191,0.780949,inside out,In
Roger Federer,1071,Backhand,Topspin,52.770416,299,0,0,0.771745,18.46085,-2.598638,-0.250612,1.149933,cross court,In
Juan Potro,1072,Forehand,Topspin,58.349228,299,0,0,-2.191973,3.186369,0.885683,24.398424,1.009865,inside out,In
Roger Federer,1073,Backhand,Topspin,57.107422,299,0,0,2.559995,18.612316,-2.518697,0.255763,1.318166,cross court,In
Juan Potro,1074,Backhand,Topspin,59.455387,299,0,0,-2.073023,2.352141,2.970266,25.405647,1.375434,cross court,In
Roger Federer,1075,Backhand,Topspin,52.169468,299,0,0,0.682627,16.964409,-2.909857,-0.689635,0.800404,cross court,In
Juan Potro,1076,Forehand,Topspin,69.77005,299,0,0,2.730768,2.386361,1.986388,24.000685,0.742332,inside in,In
Roger Federer,1077,Forehand,Slice,36.930878,299,0,0,-0.818634,18.819513,0,-0.525247,0,inside in,In
Juan Potro,1078,Forehand,Topspin,57.135792,299,0,0,-2.406554,2.549933,-1.3874,22.632624,0.598737,down the line,In
Roger Federer,1079,Backhand,Flat,41.813915,299,0,0,1.492798,17.845856,-2.481144,-1.670759,0.842533,cross court,In
Juan Potro,1080,BH Volley,Flat,18.186579,299,0,0,-1.737344,7.091328,1.492798,19.054644,2.507026,cross court,In
Roger Federer,1081,Backhand,Flat,42.153057,299,0,0,-2.936791,18.795713,-5.17784,0.574794,1.014604,down the line,In
Roger Federer,1082,Serve,Slice,70.423958,300,0,0,-4.321301,15.64819,0.387607,0.956273,1.950919,out wide,Out
Juan Potro,1083,Forehand,Topspin,59.94268,300,0,0,-2.441715,1.500872,-4.772253,22.526802,0.892857,down the line,In
Roger Federer,1084,Backhand,Flat,40.461048,300,0,0,-1.301646,20.041016,-2.042523,-0.328231,0.415319,down the line,In
Roger Federer,1085,Serve,Slice,67.916565,301,0,0,-3.6199,17.330757,0.824307,-0.980616,2.276567,out wide,In
Juan Potro,1086,Forehand,Topspin,74.391457,301,0,0,1.235622,3.495483,-3.861266,22.643076,0.824662,cross court,In
Roger Federer,1087,Forehand,Topspin,57.327602,301,0,0,-2.259411,20.103642,2.032931,-0.119229,0.705026,cross court,In
Juan Potro,1088,Forehand,Topspin,57.469227,301,0,0,-2.491393,1.899487,-2.327514,24.597078,0.674704,down the line,In
Roger Federer,1089,Backhand,Flat,51.690884,301,0,0,1.299871,16.391129,-2.589214,-1.008758,0.673127,cross court,In
Juan Potro,1090,Backhand,Slice,42.712467,301,0,0,-2.465463,1.642019,2.538769,24.491896,0.79442,cross court,In
Roger Federer,1091,Backhand,Flat,54.860981,301,0,0,2.32683,19.275223,-3.52057,-0.398093,0.710801,cross court,In
Juan Potro,1092,Backhand,Topspin,72.406883,301,0,0,3.250117,1.814255,3.231715,24.287827,1.014306,down the line,In
Roger Federer,1093,Forehand,Slice,34.038177,301,0,0,-1.285854,16.55827,0,-0.525247,0,inside in,In
Juan Potro,1094,Forehand,Slice,34.24712,301,0,0,-2.179973,6.572118,-1.847168,18.881548,0.829435,down the line,In
Roger Federer,1095,Backhand,Flat,37.142105,301,0,0,-3.486876,16.607416,-2.431462,5.630777,0.52873,down the line,In
Juan Potro,1096,Forehand,Slice,44.826828,301,0,0,-2.507429,10.154528,-3.796119,20.269989,0.709285,down the line,In
Roger Federer,1097,BH Volley,Flat,24.287579,301,0,0,-2.817013,13.962152,-2.493791,9.443878,0.490991,down the line,In
Roger Federer,1098,Serve,Flat,78.97142,302,0,0,4.168455,13.263588,-0.006205,0.153542,2.06284,out wide,Out
Roger Federer,1099,Serve,Flat,63.184494,303,0,0,1.767065,15.673492,-0.384459,-0.745035,2.518816,down the T,In
Juan Potro,1100,Backhand,Topspin,60.552181,303,0,0,-1.74183,4.548577,2.939247,22.731888,1.298907,cross court,In
Roger Federer,1101,Backhand,Flat,61.353737,303,0,0,2.705626,18.63726,-3.334817,0.901574,1.037396,cross court,In
Juan Potro,1102,Backhand,Topspin,70.791656,303,0,0,-5.282419,0.838494,3.499829,24.325514,0.990691,down the line,Out
Roger Federer,1103,Serve,Slice,62.233402,304,0,0,-1.242723,16.526457,0.329727,0.29534,2.391129,down the T,In
Juan Potro,1104,Backhand,Slice,62.045414,304,0,0,-0.291115,-0.114635,-1.72596,24.096214,1.354837,inside in,Out
Roger Federer,1105,Serve,Kick,78.642326,305,0,0,4.417534,17.885382,-0.291115,-0.639882,2.471427,out wide,Out
Roger Federer,1106,Serve,Flat,76.36174,306,0,0,2.00716,17.024221,-0.306985,0.037267,2.235144,down the T,In
Juan Potro,1107,Serve,Flat,78.306976,307,0,0,0.279621,14.389412,-0.451307,23.922564,2.060107,down the T,Net
Juan Potro,1108,Serve,Kick,30.962227,308,0,0,0.703767,6.51751,-0.628418,23.543764,2.487667,down the T,In
Roger Federer,1109,Backhand,Topspin,55.656704,308,0,0,1.223063,24.420858,1.55659,0.473255,1.036559,inside in,Out
Roger Federer,1110,Serve,Flat,73.434006,309,0,0,4.152829,16.142372,-0.284387,0.695338,2.423592,out wide,Out
Juan Potro,1111,Backhand,Slice,71.447517,310,0,0,-0.45157,0.286625,5.320084,24.624422,1.243171,down the line,In
Roger Federer,1112,Serve,Kick,79.300049,311,0,0,0.47518,17.105122,-0.45157,-0.238622,2.504316,down the T,In
Juan Potro,1113,Forehand,Topspin,64.591705,311,0,0,-1.807122,3.096004,1.008516,22.903116,0.798293,inside out,In
Roger Federer,1114,Forehand,Flat,28.958845,311,0,0,2.229988,7.877698,-2.212305,0.021024,0.599324,inside in,Net
Roger Federer,1115,Serve,Flat,75.683403,312,0,0,-0.990022,7.993216,0.560199,0.222534,2.487505,down the T,Net
Roger Federer,1116,Serve,Flat,59.228836,313,0,0,-1.506132,16.289162,0.855166,0.089417,2.39535,down the T,In
Juan Potro,1117,Backhand,Topspin,57.543724,313,0,0,4.535325,2.361072,-2.421762,24.047457,0.940302,inside in,Out
Juan Potro,1118,Serve,Flat,79.854294,314,0,0,-2.230483,18.125774,0.93264,24.483179,2.424107,out wide,Net
Juan Potro,1119,Serve,Slice,34.802437,315,0,0,-2.355871,7.250284,-0.14316,23.575075,2.243863,out wide,In
Roger Federer,1120,Backhand,Flat,61.662155,315,0,0,1.75033,18.601179,-3.167067,0.417876,1.216139,cross court,In
Juan Potro,1121,Forehand,Topspin,60.637367,315,0,0,-2.2915,1.440198,0.400806,24.445459,1.001199,inside out,In
Roger Federer,1122,Backhand,Topspin,49.030579,315,0,0,1.945421,18.360258,-2.220816,0.602132,0.784487,cross court,In
Juan Potro,1123,Backhand,Topspin,62.985931,315,0,0,-1.734242,2.476487,2.833114,24.280449,1.154035,cross court,In
Roger Federer,1124,Backhand,Flat,61.863251,315,0,0,1.588412,19.418669,-2.487941,-0.808862,0.846417,cross court,In
Juan Potro,1125,Backhand,Topspin,54.82848,315,0,0,-1.902985,2.397283,2.154729,24.491865,1.102493,cross court,In
Roger Federer,1126,Backhand,Topspin,55.691479,315,0,0,1.444747,18.498272,-2.639883,-1.165987,0.919466,cross court,In
Juan Potro,1127,Backhand,Topspin,51.978653,315,0,0,-2.456725,2.21756,1.717532,24.478945,0.711791,cross court,In
Roger Federer,1128,Backhand,Flat,55.62249,315,0,0,2.074758,16.411896,-2.676934,-0.64509,0.885512,cross court,In
Juan Potro,1129,Backhand,Topspin,65.461929,315,0,0,-3.115149,2.001142,3.67384,25.118631,0.883486,cross court,In
Roger Federer,1130,Backhand,Slice,40.906467,315,0,0,-2.43022,19.100632,-4.031304,-0.187536,1.137861,down the line,In
Juan Potro,1131,Forehand,Flat,36.140869,315,0,0,-1.565738,3.200172,-2.486388,22.872871,0.677639,down the line,In
Roger Federer,1132,Forehand,Topspin,53.229103,315,0,0,4.321301,19.504385,0,-0.525247,0,inside in,Out
Juan Potro,1133,Serve,Flat,90.577896,316,0,0,0.371431,5.525481,-0.151028,22.90925,2.488604,down the T,In
Roger Federer,1134,Backhand,Flat,42.929169,316,0,0,-1.117845,18.595127,0.909682,-0.544174,0.861382,inside out,In
Juan Potro,1135,Forehand,Topspin,70.80806,316,0,0,0.927572,1.081236,-1.040986,23.9883,0.797911,cross court,In
Roger Federer,1136,Forehand,Topspin,53.404091,316,0,0,2.902315,23.266102,1.235892,-0.938309,0.394138,down the line,In
Juan Potro,1137,Forehand,Topspin,65.541031,316,0,0,-2.069353,2.381174,3.058767,25.006762,1.196716,inside out,In
Roger Federer,1138,Backhand,Flat,67.845741,316,0,0,-1.826349,24.028753,-2.584273,-0.587548,0.868588,down the line,Out
Juan Potro,1139,Forehand,Slice,68.589386,316,0,0,-0.542254,-0.418206,-1.710636,26.1134,0.742804,down the line,Out
Roger Federer,1140,Serve,Kick,65.679787,317,0,0,2.855827,15.951648,-0.542254,-0.943453,2.501615,out wide,In
Roger Federer,1141,Serve,Flat,83.525909,318,0,0,1.550513,16.04907,-0.47853,-0.1226,2.447308,down the T,In
Juan Potro,1142,Backhand,Topspin,56.150051,318,0,0,-2.440536,5.885124,2.925433,23.276892,1.129125,cross court,In
Roger Federer,1143,Backhand,Flat,49.007278,318,0,0,-2.119586,19.754005,-3.218782,1.560519,0.838648,down the line,In
Juan Potro,1144,Forehand,Topspin,64.077507,318,0,0,0.609152,17.932035,-1.860147,25.387413,0.811181,down the line,Net
Juan Potro,1145,Serve,Flat,88.775345,319,0,0,3.472035,5.500774,-0.425617,23.454157,2.552837,out wide,In
Roger Federer,1146,Serve,Flat,70.509254,320,0,0,0.551898,3.973398,-0.412545,23.26403,2.625278,down the T,Out
Juan Potro,1147,Backhand,Flat,55.268013,320,0,0,2.108104,20.360172,1.288248,-1.1008,1.038595,inside in,In
Roger Federer,1148,Backhand,Topspin,52.152187,320,0,0,-1.132544,4.771767,2.335254,25.031626,0.796103,cross court,In
Roger Federer,1149,Serve,Slice,76.768318,321,0,0,0.526658,6.623116,-0.135471,24.766184,2.627101,down the T,In
Juan Potro,1150,Backhand,Flat,29.664392,321,0,0,-0.058063,5.931754,1.980155,0.485273,1.046506,inside in,Net
Juan Potro,1151,Serve,Slice,80.252472,322,0,0,4.28526,17.58588,-0.924509,-0.457469,2.580371,out wide,Out
Roger Federer,1152,Backhand,Slice,60.204662,323,0,0,-0.348039,7.365485,5.315221,24.803228,1.263661,down the line,In
Juan Potro,1153,Serve,Kick,35.358894,324,0,0,2.156838,16.050415,-0.348039,-0.121292,2.564883,out wide,In
Roger Federer,1154,Backhand,Slice,45.254383,324,0,0,-2.168063,2.044969,3.375915,22.889904,1.443641,cross court,In
Juan Potro,1155,Backhand,Slice,39.887245,324,0,0,0.101037,20.788864,-3.095398,0.896424,0.686022,cross court,In
Roger Federer,1156,Forehand,Topspin,32.696987,324,0,0,-3.125905,6.419008,0.254474,24.550257,0.737144,inside out,In
Juan Potro,1157,Serve,Flat,89.330338,325,0,0,-1.053059,7.089219,0.135871,0.203817,2.113707,out wide,Net
Juan Potro,1158,Serve,Slice,65.974091,326,0,0,-1.556493,15.844271,-0.042726,0.536669,2.101517,down the T,In
Roger Federer,1159,Backhand,Flat,53.435993,326,0,0,-2.846457,3.545619,-2.373053,22.382874,1.184895,inside in,In
Juan Potro,1160,Backhand,Slice,43.991013,326,0,0,2.560654,18.389034,-3.668433,0.252645,0.645814,cross court,In
Roger Federer,1161,Backhand,Topspin,54.275059,326,0,0,-2.614096,1.622796,3.22058,24.641331,1.0123,cross court,In
Juan Potro,1162,Backhand,Topspin,55.455448,326,0,0,1.883126,18.796068,-2.691174,-0.670032,0.903124,cross court,In
Roger Federer,1163,Backhand,Topspin,63.851189,326,0,0,-2.180758,3.676018,3.403574,24.581232,0.860554,cross court,In
Juan Potro,1164,Backhand,Topspin,65.371063,326,0,0,1.332999,21.038527,-3.470298,-1.220301,0.777659,cross court,In
Roger Federer,1165,Forehand,Topspin,52.977776,326,0,0,-1.556941,0.788193,2.586303,24.316072,1.001216,inside out,In
